FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
199901,30,0,1003267,5685361,D,1/30/99 12:00,43,M,Outside/Open Areas,199901
199901,2,0,1003268,5684169,D,1/2/99 12:00,47,F,Permanent Home,199901
199901,6,0,1003269,5684311,D,1/6/99 12:00,55,F,Mobile/Trailer Home,199901
199901,21,0,1003270,5684586,D,1/21/99 12:00,66,F,Mobile/Trailer Home,199901
199901,21,0,1003271,5684586,D,1/21/99 12:00,42,M,Vehicle/Towed Trailer,199901
199901,21,0,1003272,5685646,D,1/21/99 12:00,87,F,Mobile/Trailer Home,199901
199901,21,0,1003273,5685650,D,1/21/99 12:00,63,M,Mobile/Trailer Home,199901
199901,21,0,1003274,5685650,D,1/21/99 12:00,67,M,Business,199901
199901,21,0,1003275,5685650,D,1/21/99 12:00,34,M,Vehicle/Towed Trailer,199901
199901,21,0,1003276,5685659,D,1/21/99 12:00,65,F,Permanent Home,199901
199901,21,0,1003277,5685659,D,1/21/99 12:00,0,M,Permanent Home,199901
199901,17,0,1003279,5685378,D,1/17/99 12:00,9,F,Permanent Home,199901
199901,17,0,1003280,5685378,D,1/17/99 12:00,81,F,Permanent Home,199901
199901,17,0,1003281,5685378,D,1/17/99 12:00,46,F,Other,199901
199901,17,0,1003282,5685378,D,1/17/99 12:00,43,M,Permanent Home,199901
199901,17,0,1003283,5685378,D,1/17/99 12:00,43,M,Mobile/Trailer Home,199901
199901,17,0,1003284,5685378,D,1/17/99 12:00,29,F,Permanent Home,199901
199901,17,0,1003285,5685485,D,1/17/99 12:00,41,F,Mobile/Trailer Home,199901
199901,17,0,1003286,5685487,D,1/17/99 12:00,72,F,Permanent Home,199901
199901,21,0,1003287,5685488,D,1/21/99 12:00,49,M,Mobile/Trailer Home,199901
199901,22,0,1003290,5685676,D,1/22/99 12:00,50,F,Outside/Open Areas,199901
199901,2,0,1003291,5685768,D,1/2/99 12:00,43,F,Vehicle/Towed Trailer,199901
199905,23,0,1003364,5696372,D,5/23/99 12:00,47,M,Outside/Open Areas,199905
199905,16,0,1003367,5695435,D,5/16/99 12:00,22,M,In Water,199905
199905,4,0,1003368,5695436,D,5/4/99 12:00,28,M,In Water,199905
199905,27,0,1003369,5695037,D,5/27/99 12:00,46,M,Outside/Open Areas,199905
199905,4,0,1003372,5696336,D,5/4/99 12:00,79,F,Permanent Home,199905
199905,29,0,1003373,5695928,D,5/29/99 12:00,23,M,Outside/Open Areas,199905
199905,29,0,1003374,5695928,D,5/29/99 12:00,55,M,Outside/Open Areas,199905
199905,6,0,1003375,5698596,D,5/6/99 12:00,16,M,Outside/Open Areas,199905
199905,30,0,1003379,5698050,D,5/30/99 12:00,,M,Boat,199905
199905,16,0,1003382,5697090,D,5/16/99 12:00,15,F,Outside/Open Areas,199905
199905,5,0,1003383,5696744,D,5/5/99 12:00,14,F,Permanent Home,199905
199905,5,0,1003384,5696744,D,5/5/99 12:00,47,F,Permanent Home,199905
199905,5,0,1003386,5697903,D,5/5/99 12:00,29,F,Other,199905
199905,30,0,1003387,5698019,D,5/30/99 12:00,34,M,In Water,199905
199905,31,0,1003388,5697482,D,5/31/99 12:00,8,F,In Water,199905
199905,1,0,1003390,5697130,D,5/1/99 12:00,60,M,Vehicle/Towed Trailer,199905
199905,1,0,1003392,5697130,D,5/1/99 12:00,15,F,Vehicle/Towed Trailer,199905
199905,1,0,1003393,5697130,D,5/1/99 12:00,15,F,Vehicle/Towed Trailer,199905
199905,1,0,1003394,5697130,D,5/1/99 12:00,14,F,Vehicle/Towed Trailer,199905
199905,1,0,1003396,5697130,D,5/1/99 12:00,13,F,Vehicle/Towed Trailer,199905
199905,29,0,1003728,5715452,D,5/29/99 12:00,65,M,Outside/Open Areas,199905
199905,28,0,1003445,5700642,D,5/28/99 12:00,75,M,Permanent Home,199905
199905,3,0,1003460,5705284,D,5/3/99 12:00,55,F,Mobile/Trailer Home,199905
199905,3,0,1003461,5705284,D,5/3/99 12:00,44,F,Permanent Home,199905
199905,3,0,1003462,5705284,D,5/3/99 12:00,1,F,Permanent Home,199905
199905,3,0,1003463,5705284,D,5/3/99 12:00,53,F,Permanent Home,199905
199905,3,0,1003464,5705284,D,5/3/99 12:00,59,F,Mobile/Trailer Home,199905
199905,3,0,1003465,5705284,D,5/3/99 12:00,73,M,Mobile/Trailer Home,199905
199905,3,0,1003466,5705284,D,5/3/99 12:00,73,F,Mobile/Trailer Home,199905
199905,3,0,1003467,5705284,D,5/3/99 12:00,50,M,Mobile/Trailer Home,199905
199905,3,0,1003468,5705284,D,5/3/99 12:00,59,F,Mobile/Trailer Home,199905
199905,3,0,1003469,5705284,D,5/3/99 12:00,25,F,Mobile/Trailer Home,199905
199905,3,0,1003470,5705284,D,5/3/99 12:00,41,F,Mobile/Trailer Home,199905
199905,3,0,1003471,5705284,D,5/3/99 12:00,39,M,Mobile/Trailer Home,199905
199905,3,0,1003472,5705285,D,5/3/99 12:00,40,F,Outside/Open Areas,199905
199905,3,0,1003474,5705286,D,5/3/99 12:00,24,M,Permanent Home,199905
199905,3,0,1003475,5705286,D,5/3/99 12:00,94,F,Permanent Home,199905
199905,3,0,1003476,5705286,D,5/3/99 12:00,33,M,Permanent Home,199905
199905,3,0,1003477,5705286,D,5/3/99 12:00,30,F,Permanent Home,199905
199905,3,0,1003478,5705286,D,5/3/99 12:00,28,M,Permanent Home,199905
199905,3,0,1003480,5705286,D,5/3/99 12:00,4,F,Permanent Home,199905
199905,3,0,1003481,5705286,D,5/3/99 12:00,36,F,Permanent Home,199905
199905,3,0,1003482,5705286,D,5/3/99 12:00,36,M,Permanent Home,199905
199905,3,0,1003484,5705287,D,5/3/99 12:00,67,M,Permanent Home,199905
199905,3,0,1003486,5705287,D,5/3/99 12:00,49,F,Permanent Home,199905
199905,3,0,1003487,5705287,D,5/3/99 12:00,80,M,Permanent Home,199905
199905,3,0,1003488,5705287,D,5/3/99 12:00,60,F,Permanent Home,199905
199905,3,0,1003489,5705287,D,5/3/99 12:00,86,M,Permanent Home,199905
199905,3,0,1003490,5705287,D,5/3/99 12:00,43,F,Permanent Home,199905
199905,3,0,1003492,5705287,D,5/3/99 12:00,0,M,Permanent Home,199905
199905,3,0,1003493,5705287,D,5/3/99 12:00,50,F,Permanent Home,199905
199905,3,0,1003494,5705287,D,5/3/99 12:00,37,M,Business,199905
199905,3,0,1003495,5705287,D,5/3/99 12:00,52,M,Business,199905
199905,3,0,1003496,5705409,D,5/3/99 12:00,76,F,Permanent Home,199905
199905,3,0,1003497,5705410,D,5/3/99 12:00,45,M,Vehicle/Towed Trailer,199905
199905,3,0,1003498,5705627,D,5/3/99 12:00,41,F,Mobile/Trailer Home,199905
199905,3,0,1003499,5705860,D,5/3/99 12:00,46,F,Permanent Home,199905
199905,17,0,1003523,5708352,D,5/17/99 12:00,21,M,Other,199905
